ID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
2302,5.1173E+13,Sugar Grove Life Saving Crew,178 Flat Ridge Rd,Sugar Grove,VA,24375,(276) 677-8092,https://www.facebook.com/SugarGroveLifesavingCrew/about,-81.41093371,36.77359136,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51173,Smyth County
2303,5.1173E+13,Sugar Grove Volunteer Fire Department,178 Flat Ridge Rd,Sugar Grove,VA,24375,(276) 677-8092,https://www.facebook.com/sugargrovefiredept/about,-81.41093371,36.77359136,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDHEMS,51173,Smyth County
2304,5.1173E+13,Adwolfe Volunteer Fire Department,104 Thomas Bridge Rd,Marion,VA,24354,276-783-6444,https://www.facebook.com/people/Adwolfe-Volunteer-Fire-Department-Station-9/100063796260881/?sk=about,-81.582676,36.78901844,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51173,Smyth County
2305,5.1173E+13,Atkins Volunteer Fire Department,5758 Lee Highway,Atkins,VA,24311,276-783-9200,https://www.facebook.com/people/Atkins-Volunteer-Fire-Department/100064528248577/?sk=about,-81.42506681,36.86639252,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51173,Smyth County
2306,5.1173E+13,Chilhowie Fire and EMS Department,315 East Lee Highway,Chilhowie,VA,24319,276-646-3131,https://chilhowiefireva.org/,-81.68072416,36.79988275,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,VDFPVDHEMS,51173,Smyth County
2307,5.1173E+13,Nebo Volunteer Fire Department,191 Old Wilderness Rd,Saltville,VA,24318,276-624-3518,https://www.facebook.com/NeboVFD.RV.VA/about,-81.5249763,36.97093699,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51173,Smyth County
2308,5.1173E+13,Richardson Ambulance Service,1111 SOUTH MAIN STREET,MARION,VA,24354,(276) 783-4357,https://www.facebook.com/richardsonambulance/about,-81.53839668,36.82437383,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51173,Smyth County
2309,5.1173E+13,Smyth County Public Safety Department,"121 Bagley Circle, Suite 100",Marion,VA,24354,276-783-3298,http://www.smythcounty.org/public_safety/public_safety.htm,-81.5132499,36.83329785,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51173,Smyth County
2310,5.1595E+13,"Lifestar Ambulance Service, Inc.",300 North Main Street,EMPORIA,VA,23847,(434) 634-1144,https://lifestarambulanceserviceinc.com/,-77.5392119,36.69286683,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51595,Emporia City
2311,5.1175E+13,Courtland Volunteer Rescue Squad,25436 Bridge St,Courtland,VA,23837,757-653-9221,https://www.courtlandrescue.org/,-77.0690954,36.71677703,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51175,Southampton County
2312,5.1175E+13,Ivor Volunteer Rescue Squad,35476 General Mahone Blvd,Ivor,VA,23866,757-859-6611,https://www.facebook.com/people/Ivor-Volunteer-Rescue-Squad/100057578074088/?sk=about,-76.89681947,36.90860579,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51175,Southampton County
2313,5.1175E+13,Ivor Volunteer Fire and Rescue,8295 Main St,Ivor,VA,23866,757-859-6400,https://www.facebook.com/IvorVFD/about,-76.8964768,36.90563527,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51175,Southampton County
2314,5.1175E+13,Courtland Volunteer Fire and Rescue,23067 Main St,Courtland,VA,23837,757-653-2317,https://www.facebook.com/CourtlandVFD/about,-77.05342595,36.70831688,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51175,Southampton County
2315,5.1175E+13,Boykins Volunteer Fire and Rescue,18127 North Railroad Ave,Boykins,VA,23827,757-654-6660,https://www.facebook.com/boykinsfdEms/about,-77.20180641,36.58416939,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,VDFPVDHEMS,51175,Southampton County
2316,5.1175E+13,Branchville Volunteer Fire Department,15310 Broad St,Branchville,VA,23828,757-654-9420,-,-77.24747648,36.56938391,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51175,Southampton County
2317,5.1175E+13,Capron Volunteer Fire and Rescue,18090 Railroad Ave,Capron,VA,22637,434-658-4600,https://capronfire.com/,-77.20037268,36.71148374,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,VDFPVDHEMS,51175,Southampton County
2318,5.1175E+13,Drewryville Volunteer Fire and Rescue,22368 Drewry Rd,Drewryville,VA,23844,434-658-4544,https://www.facebook.com/drewryvillefire/about,-77.30669124,36.71566151,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51175,Southampton County
2319,5.1175E+13,Newsoms Volunteer Fire Department,22146 General Thomas Highway,Newsoms,VA,23874,757-654-6891,https://www.facebook.com/Newsomsfire/about,-77.1324455,36.62689077,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,VDFPVDHEMS,51175,Southampton County
2320,5.1175E+13,Sedley Volunteer Fire Department,18080 Johnsons Mill RD,Sedley,VA,23878,757-562-5848,-,-76.98465182,36.77468783,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,VDFPVDHEMS,51175,Southampton County
2321,5.1177E+13,"Courthouse, Station 1",7200 Courthouse Commons Boulevard,Spotsylvania,VA,22553,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.58176179,38.20521597,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2322,5.1177E+13,"Brokenburg, Fire Company 2",11701 Volunteer Lane,Spotsylvania,VA,22551,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.73946046,38.1254205,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51177,Spotsylvania County
2323,5.1177E+13,"Brokenburg, Rescue Station 2",11701 Volunteer Lane,Spotsylvania,VA,22551,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.7389084,38.12586224,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51177,Spotsylvania County
2324,5.1177E+13,"Partlow, Station 2",3221 Partlow Road,Partlow,VA,22534,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.66084008,38.04934728,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2325,5.1177E+13,"4-Mile Fork, Station 4",4804 Bancroft Road,Fredericksburg,VA,22408,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.49127194,38.25485538,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2326,5.1177E+13,"Chancellor, Station 5",6204 Plank Road,Fredericksburg,VA,22407,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.60677865,38.29678811,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2327,5.1177E+13,"Salem Church Road, Station 6",5700 General Semmes Road,Fredericksburg,VA,22407,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.53124595,38.28547751,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2328,5.1177E+13,"Wilderness, Station 7",10501 Orange Plank Road,Spotsylvania,VA,22553,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.70426105,38.30336119,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2329,5.1177E+13,"Thornburg, Station 8",6429 Patriot Highway,Spotsylvania,VA,22551,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.52130532,38.1356177,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2330,5.1177E+13,"Belmont, Station 9",7100 Belmont Road,Mineral,VA,23117,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.86649789,38.15335012,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2331,5.1177E+13,"Salem Fields, Station 10",11201 Gordon Road,Fredericksburg,VA,22407,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.58177926,38.26635649,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2332,5.1177E+13,Spotsylvania County Public Safety Building,9119 Dean Ridings Lane,Fredericksburg,VA,22407,540-507-7900,https://www.spotsylvania.va.us/511/Fire-Rescue-Emergency-Management,-77.58435497,38.20149666,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51177,Spotsylvania County
2333,5.1177E+13,"Lee Hill, Station 11",9517 Crossroad Parkway,Fredericksburg,VA,22408,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.43392235,38.21924807,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2334,5.1177E+13,Logistics Center,7030 Harrison Road,Spotsylvania,VA,22553,540-507-7900,https://www.spotsylvania.va.us/521/Locations,-77.56732797,38.28898214,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51177,Spotsylvania County
2335,5.179E+13,"Staunton, Fire Station 1",500 N. Augusta Street,Staunton,VA,24401,540.332.3884,https://www.ci.staunton.va.us/departments/staunton-fire-rescue,-79.07324094,38.15441561,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51790,Staunton City
2336,5.179E+13,"Staunton, Fire Station 2",302 Grubert Avenue,Staunton,VA,24401,540.332.3718,https://www.ci.staunton.va.us/departments/staunton-fire-rescue,-79.09679654,38.16004776,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51790,Staunton City
2337,5.179E+13,Staunton-Augusta Rescue Squad,1601 N Coalter St,Staunton,VA,24401,540-885-3444,https://svarescue.org/,-79.05192418,38.1674272,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51790,Staunton City
2338,5.179E+13,"LandmkName	Priority Patient Transport, Inc.",808 Richmond Ave,STAUNTON,VA,24401,-,-,-79.05255402,38.141359,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51790,Staunton City
2339,5.179E+13,Staunton Fire and Rescue Department,500 N. Augusta Street,Staunton,VA,24401,540.332.3884,https://www.ci.staunton.va.us/departments/staunton-fire-rescue,-79.07324094,38.15441561,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51790,Staunton City
2340,5.1179E+13,"Falmouth, Company 01",250 Butler Road,Falmouth,VA,22405,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.45340271,38.31599132,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2341,5.1179E+13,"Potomac Hills Fire and Rescue, Company 10",3528 Richmond Highway,Stafford,VA,22555,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.38058786,38.49106547,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51179,Stafford County
2342,5.1179E+13,"Berea, Company 12",20 Sebring Drive,Fredericksburg,VA,22406,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.50737834,38.3557189,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2343,5.1179E+13,"Garrisonville, Company 14",53 Shelton Shop Road,Stafford,VA,22554,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.46099899,38.46678489,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2344,5.1179E+13,Stafford County Public Safety Department,1225 Courthouse Road,Stafford,VA,22554,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.41275466,38.42240286,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51179,Stafford County
2345,5.1179E+13,Stafford County Training and Logistics Center,1326 Courthouse Road,Stafford,VA,22554,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.40616315,38.42016674,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51179,Stafford County
2346,5.1179E+13,"Aquia Fire and Rescue, Company 09",1001 Washington Drive,Stafford,VA,22555,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.39934154,38.46125,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51179,Stafford County
2347,5.1179E+13,"Rockhill EMS, Company 08",1565 Garrisonville Road,Ruby,VA,22545,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.4925642,38.49014484,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51179,Stafford County
2348,5.1179E+13,"Rockhill Fire, Company 08",2133 Garrisonville Road,Ruby,VA,22545,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.52219323,38.50468026,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2349,5.1179E+13,"White Oak EMS, Rescue 07",535 White Oak Road,Falmouth,VA,22403,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.4096773,38.31304422,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51179,Stafford County
2350,5.1179E+13,"White Oak Fire, Company 07",12 Newton Road,Falmouth,VA,22405,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.37477515,38.3019441,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2351,5.1179E+13,"Hartwood Fire and Rescue, Company 06",67 Hartwood Church Road,Hartwood,VA,22471,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.56838283,38.40127234,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51179,Stafford County
2352,5.1179E+13,"Brooke Fire and Rescue, Company 05",222 Andrew Chapel Road,Brooke,VA,22430,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.38033146,38.38801583,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51179,Stafford County
2353,5.1179E+13,"Mountain View EMS, Rescue 04",1268 Mountain View Road,Falmouth,VA,22406,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.4770633,38.42184694,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51179,Stafford County
2354,5.1179E+13,"Mountain View Fire, Company 04",924 Kellogg Mill Road,Stafford,VA,22555,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.48109266,38.42127075,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2355,5.1179E+13,"Widewater Fire and Rescue, Company 03",749 Widewater Road,Stafford,VA,22554,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.3377735,38.47104915,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51179,Stafford County
2356,5.1179E+13,"Stafford Volunteer Fire Department, Company 02",305 Jason Mooney Drive,Stafford,VA,22555,540-658-7200,https://staffordcountyva.gov/government/departments_f-o/fire_and_rescue/about_us/station_listing.php,-77.41521316,38.41981606,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51179,Stafford County
2357,5.1183E+13,Sussex County Fire and Rescue Department,15080 Courthouse Road,Sussex,VA,23884,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-77.27998022,36.91544475,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51183,Sussex County
2358,5.1183E+13,Sussex Courthouse Volunteer Fire Department,20169 Princeton Rd,Stony Creek,VA,23882,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-77.28038392,36.91352599,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51183,Sussex County
2359,5.1183E+13,Waverly Volunteer Fire Department,119 Bank St,Waverly,VA,23890,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-77.09406084,37.03456072,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51183,Sussex County
2360,5.1183E+13,Waverly Rescue Squad,115 Bank St,Waverly,VA,23890,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-77.09399684,37.03501471,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51183,Sussex County
2361,99999,Stony Creek Volunteer Rescue Squad,13328 Blue Star Hwy,Stony Creek,VA,23882,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-77.39437025,36.93727845,AP_NON_EXT,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51183,Sussex County
2362,5.1183E+13,Stony Creek Volunteer Fire Department,12457 Hartley St,Stony Creek,VA,23882,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-77.40013525,36.94738624,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51183,Sussex County
2363,99999,Wakefield Volunteer Fire Department.,155 Fleetwood Ave,Wakefield,VA,23888,(804) 834-1305,https://www.sussexcountyva.gov/departments/public-safety/,-76.98906436,36.97244732,AP_NON_EXT,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51183,Sussex County
2364,5.1083E+13,Patient Transport Systems,11 N. Main Street,Halifax,VA,24558,(434) 476-1501,-,-78.92842072,36.76621131,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51083,Halifax County
2365,5.1017E+13,Bath Community Ambulance Service,106 Park Drive,Hot Springs,VA,24445,-,-,-79.83182106,37.99292349,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51017,Bath County
2366,5.1185E+13,Tazewell County EMS,175 Blue Ridge Road,Bluefield,VA,24605,(276) 322-7393,https://tazewellcountyva.org/departments/fire-ems-services/ems-stations/,-81.30468439,37.23193469,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51185,Tazewell County
2367,5.1185E+13,Abbs Valley Bossievain Volunteer Fire Department,160 Kayla Ave,Bluefield,VA,24605,(276) 945-2093,https://tazewellcountyva.org/departments/fire-ems-services/fire-stations/,-81.41956261,37.25595388,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51185,Tazewell County
2368,5.1185E+13,Bandy Volunteer Fire Department,3286 Bandy Road,Bandy,VA,24602,(276) 598-4706,https://tazewellcountyva.org/departments/fire-ems-services/fire-stations/,-81.69752944,37.13597304,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51185,Tazewell County
2369,5.1185E+13,Baptist Valley Volunteer Fire Department,5748 Baptist Valley Rd,N. Tazewell,VA,24630,(276) 385-5762,https://tazewellcountyva.org/departments/fire-ems-services/fire-stations/,-81.59886391,37.13656505,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51185,Tazewell County
2370,5.1185E+13,Bishop Volunteer Fire Department,214 Radio St.,Bishop,VA,24604,(276) 988-9740,https://tazewellcountyva.org/departments/fire-ems-services/fire-stations/,-81.55991866,37.20676017,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51185,Tazewell County
2371,5.1185E+13,Bluefield Volunteer Fire Department,100 N. College Ave.,Bluefield,VA,24605,(276) 326-1360,https://tazewellcountyva.org/departments/fire-ems-services/fire-stations/,-81.27160832,37.25458547,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51185,Tazewell County
